timestamp,price
2024-07-20 04:09:45.771,66566.6291426702
2024-07-20 05:09:45.385,66642.59233018276
2024-07-20 06:07:55.479,66568.17448441216
2024-07-20 07:02:39.169,66659.32423637372
2024-07-20 08:09:19.746,66534.62101397967
2024-07-20 09:04:35.930,66548.11927255774
2024-07-20 10:09:31.855,66660.80847569843
2024-07-20 11:04:43.894,66560.43534812235
2024-07-20 12:01:04.218,66509.77639051678
2024-07-20 13:07:39.527,66527.26100565071
2024-07-20 14:09:35.273,66588.76510262096
2024-07-20 15:09:43.806,66655.35074566986
2024-07-20 16:09:40.472,66832.32565565783
2024-07-20 17:01:29.318,66853.12817378907
2024-07-20 18:04:53.185,67450.51323577235
2024-07-20 19:09:02.921,67448.6858895166
2024-07-20 20:08:03.931,67338.0822557102
2024-07-20 21:01:55.316,67379.16287937594
2024-07-20 22:03:14.211,67124.6556080514
2024-07-20 23:10:16.843,67134.53160659164
2024-07-21 00:10:23.454,67104.22118882959
2024-07-21 01:03:12.519,67056.21625885785
2024-07-21 02:04:19.414,67291.21529491036
2024-07-21 03:01:07.524,67331.53643498228
2024-07-21 04:03:24.523,67202.73761655409
2024-07-21 05:03:04.194,67053.89070690276
2024-07-21 06:07:53.838,67090.70761465676
2024-07-21 07:03:39.233,66718.61623587705
2024-07-21 08:00:51.192,66756.57142290594
2024-07-21 09:00:52.513,66822.40282024264
2024-07-21 10:01:52.848,66985.74445047512
2024-07-21 11:01:18.817,66886.69605388425
2024-07-21 12:02:55.153,66883.90222199584
2024-07-21 13:10:52.531,66996.57279289034
2024-07-21 14:09:16.594,66839.245024825
2024-07-21 15:03:17.822,67292.99518997723
2024-07-21 16:04:43.631,67212.4979759114
2024-07-21 17:06:29.859,67517.0750399032
2024-07-21 18:08:41.999,66656.74254454274
2024-07-21 19:10:46.474,66804.10902865918
2024-07-21 20:10:52.689,67295.51327779717
2024-07-21 21:03:51.855,67719.15538596455
2024-07-21 22:06:51.954,68175.02451860612
2024-07-21 23:04:47.060,68011.0273007143
2024-07-22 00:02:37.090,68167.78452534138
2024-07-22 01:03:02.487,68080.21310452391
2024-07-22 02:08:16.435,67851.81640902247
2024-07-22 03:09:04.463,68023.17556490241
2024-07-22 04:02:00.371,67895.44798763118
2024-07-22 05:14:17.617,67820.19042115669
2024-07-22 06:02:33.617,67638.94662805958
2024-07-22 07:01:35.508,67414.73512180289
2024-07-22 08:08:33.515,67241.16858195442
2024-07-22 09:11:44.462,67237.8760447406
2024-07-22 10:02:10.104,67362.28937566605
2024-07-22 11:08:47.379,67449.56524078002
2024-07-22 12:02:36.944,67548.3359838079
2024-07-22 13:10:48.353,67801.39836980225
2024-07-22 14:01:32.075,67088.71348756884
2024-07-22 15:07:50.734,66849.48086882262
2024-07-22 16:02:32.687,67071.9820190575
2024-07-22 17:05:08.037,67004.33329835009
2024-07-22 18:02:26.915,67406.17177075725
2024-07-22 19:10:52.781,67445.01970549818
2024-07-22 20:11:10.694,68038.46451277829
2024-07-22 21:11:37.416,67928.24675408697
2024-07-22 22:02:41.284,67821.51442139022
2024-07-22 23:08:31.030,67530.50708584284
2024-07-23 00:09:45.550,67620.04159250173
2024-07-23 01:11:03.129,67443.08356677454
2024-07-23 02:10:56.679,67495.34424861985
2024-07-23 03:07:33.038,67681.93315249645
2024-07-23 04:04:48.781,67466.64586739332
2024-07-23 05:03:08.608,66997.752572542
2024-07-23 06:12:30.475,66728.26447054958
2024-07-23 07:06:35.203,66573.96799512621
2024-07-23 08:02:28.316,66547.68902864128
2024-07-23 09:00:50.858,66955.89302043982
2024-07-23 10:00:33.757,67022.61489615958
2024-07-23 11:00:36.914,66927.7693718335
2024-07-23 12:04:38.783,66707.65415572512
2024-07-23 13:05:49.436,66547.64952858085
2024-07-23 14:04:26.019,66115.13852805208
2024-07-23 15:02:17.922,67232.1099529616
2024-07-23 16:38:16.274,66302.5528078418
2024-07-23 17:34:11.099,65978.17813004697
2024-07-23 18:36:23.982,65785.50593896376
2024-07-23 19:16:48.605,66006.08864290864
2024-07-23 20:04:21.992,65550.6111010191
2024-07-23 21:00:21.042,65939.65251217571
2024-07-23 22:08:58.956,65965.60423006085
2024-07-23 23:01:31.485,65930.88044053968
2024-07-24 00:00:20.769,65942.41746522837
2024-07-24 01:04:42.498,65779.77376801085
2024-07-24 02:04:14.342,65679.16569478507
2024-07-24 03:04:40.216,65951.1084397178
2024-07-24 04:04:22.911,66050.72687483058
2024-07-24 05:16:13.937,65795.95176953415
2024-07-24 06:16:52.350,65872.72631174345
2024-07-24 07:32:34.690,66016.74289789269
2024-07-24 08:18:28.753,66000.76658129529
2024-07-24 09:00:40.958,66456.47345126314
2024-07-24 10:33:49.151,66396.04869726383
2024-07-24 11:31:34.766,66467.54238124813
2024-07-24 12:18:25.633,66438.95525412414
2024-07-24 13:17:00.022,66476.10276492724
2024-07-24 14:24:24.388,66795.09729397231
2024-07-24 15:28:52.865,66190.20109070123
2024-07-24 16:38:47.475,66348.12971900392
2024-07-24 17:28:13.989,66549.47643427133
2024-07-24 18:37:36.061,66154.44744371835
2024-07-24 19:35:55.149,66061.73458661836
2024-07-24 20:26:32.907,65945.58762844752
2024-07-24 21:37:33.113,65418.79740596946
2024-07-24 22:11:39.814,65507.31277984199
2024-07-24 23:03:18.379,65266.98516408711
2024-07-25 00:00:55.709,65403.53513022529
2024-07-25 01:37:21.631,64333.629956531084
2024-07-25 02:06:18.524,64288.058929939034
2024-07-25 03:05:34.795,64247.21309734033
2024-07-25 04:02:42.081,64047.17595824331
2024-07-25 05:12:49.518,64281.43999006733
2024-07-25 06:37:17.278,64119.198118529355
2024-07-25 07:38:29.490,64303.87816963069
2024-07-25 08:05:29.814,64148.47274233018
2024-07-25 09:15:43.133,64337.60914523049
2024-07-25 10:28:12.889,64022.66554565128
2024-07-25 11:27:37.211,64229.62895703639
2024-07-25 12:38:47.903,64256.441208547694
