timestamp,price,daily_change,moving_average_7,max_price,min_price,price_category,valley
2024-08-09 21:12:07.369,60144.84236276004,-0.8036366774280324,60293.052530984096,False,False,Low,True
2024-08-10 04:11:50.662,60367.96063350845,-0.0700106601091876,60578.90741142963,False,True,Low,True
2024-08-10 14:17:21.997,60551.7853308644,-0.1055689836259476,60789.67462650156,False,True,Medium,True
2024-08-10 23:01:04.241,60922.187767328905,-0.1484560906619525,60966.360987460605,False,False,Medium,True
2024-08-11 05:06:54.538,60966.178059690064,-0.2195422952742776,61037.36683999936,False,False,Medium,True
2024-08-11 16:18:10.017,60037.40979339516,-0.4898448926836884,60581.932435382725,False,True,Low,True
2024-08-11 21:13:25.910,58371.55454267009,-0.9558930891855776,59737.73513436123,False,True,Very Low,True
2024-08-12 04:16:43.302,58431.11518125146,-0.2106511257622623,58667.746816397055,False,True,Very Low,True
2024-08-12 10:17:53.963,58223.513740514,-0.1370297019578692,58465.26163244557,False,True,Very Low,True
2024-08-12 14:21:12.725,59177.9964628881,-0.988023420401518,59053.19906283082,False,False,Low,True
2024-08-12 21:22:01.240,58733.30616009725,-0.8768688488554388,59417.93766850937,False,True,Low,True
2024-08-13 04:20:55.826,58948.84527890352,-0.4185200390105836,59321.40981793982,False,True,Low,True
2024-08-13 11:09:07.455,58726.82476342119,-0.4090522795508255,59099.96751565595,False,True,Low,True
2024-08-13 23:20:34.790,60520.521585843,-0.6732018958023223,60828.383036453546,False,True,Medium,True
2024-08-14 07:08:44.286,60780.9965478888,-0.1824293233261054,60862.405142615375,False,False,Medium,True
2024-08-14 14:18:29.134,58989.47034890381,-2.883793847326732,60712.75916281487,False,True,Low,True
2024-08-14 22:08:03.667,58607.84280247439,-0.8620958919123733,59076.3961433441,False,True,Low,True
2024-08-15 02:13:05.834,58275.85931603416,-1.0136421334936865,58810.74513785494,False,True,Very Low,True
2024-08-15 08:12:58.632,58051.71502223428,-0.0638316296704077,58258.63820867934,False,True,Very Low,True
2024-08-15 21:08:06.000,56765.926472158855,-0.727976700333155,58250.59619546298,False,True,Very Low,True
2024-08-16 01:16:48.474,57388.406266252496,-0.2240752286159386,57316.37710261116,False,False,Very Low,True
2024-08-16 15:22:57.567,58087.23647718457,-0.4025653140704466,58304.77119136845,False,True,Very Low,True
2024-08-17 00:19:15.239,58860.57334808443,-0.2504435751864653,59249.86011913909,False,True,Low,True
2024-08-17 07:12:37.430,59102.25419430356,-0.1644552004116062,59201.3534263592,False,True,Low,True
2024-08-17 12:04:41.057,59137.83368710243,-0.0117608834695248,59212.32758398496,False,False,Low,True
2024-08-17 22:06:58.490,59288.15508034803,-0.1997829551326879,59459.55191312726,False,True,Low,True
2024-08-18 04:09:55.768,59356.6678497488,-1.6193133438644702,59573.57054118909,False,False,Low,True
2024-08-18 18:09:22.746,59510.6150044139,-0.4264688684380346,59850.78324350313,False,True,Low,True
2024-08-19 01:12:27.795,58409.43220948516,-0.039347336355322,59250.007716051405,False,True,Very Low,True
2024-08-19 06:02:04.057,58504.10094412565,-0.1418901253459892,58551.5161016851,False,False,Low,True
2024-08-19 10:10:28.786,57918.457121253865,-1.291424071668501,58490.960654144765,False,True,Very Low,True
2024-08-20 17:11:48.046,58868.05861956446,-0.2229243684430337,59942.92420245907,False,True,Low,True
2024-08-21 01:09:23.270,59009.13331494045,-0.0863404621147201,59249.92768649602,False,True,Low,True
2024-08-21 10:00:26.320,59272.94103896139,-0.1152361318858208,59432.99787872533,False,False,Low,True
2024-08-21 16:15:39.721,59500.585638116,-0.0294821848367377,59510.25176144058,False,False,Low,True
2024-08-22 03:21:44.602,60320.460014699886,-0.9348635049374998,60979.39782338929,False,True,Low,True
2024-08-22 16:00:28.549,60289.44581145123,-0.7666736799502694,60904.00345005235,False,True,Low,True
2024-08-23 04:00:15.316,60614.94603656064,-0.0743965507599919,60622.29833295871,False,False,Medium,True
2024-08-23 12:15:55.127,60816.78517998003,-0.3738516572816208,61042.62732055212,False,True,Medium,True
2024-08-24 02:09:44.769,63905.614348637326,-0.0488336451156312,64000.08197928978,False,False,High,True
2024-08-24 16:03:58.903,64007.33339497844,-0.1062730945667222,64139.4309839256,False,True,High,True
2024-08-24 23:20:43.641,63966.96652548775,-0.0173913308474493,64152.758474116046,False,True,High,True
2024-08-25 08:03:09.347,63890.019395367206,-0.1515384318669377,64103.31090159022,False,True,High,True
2024-08-25 12:21:50.371,63875.82753563255,-0.1846887389851614,63964.91832881592,False,True,High,True
2024-08-25 17:17:13.835,64146.798312548526,-0.022131009052817,64073.61166082745,False,False,High,True
2024-08-26 02:14:53.295,63970.52896510488,-0.4073066541746772,64322.92267425446,False,True,High,True
2024-08-26 09:16:45.874,63699.15704866862,-0.2548201693797769,63932.05634092742,False,True,High,True
2024-08-26 15:24:41.740,63256.05299398837,-0.1441398568516438,63653.40935170587,False,True,High,True
2024-08-27 01:00:20.135,62772.132112031,-0.1954931323905007,63170.8007105696,False,True,High,True
2024-08-27 17:21:01.266,61590.456694191744,-0.0712925742201942,62004.49679835337,False,True,Medium,True
2024-08-27 22:19:39.698,58059.84861092541,-6.174661952966853,61331.53805963591,False,True,Very Low,True
2024-08-28 08:20:58.017,58855.44458712857,-0.4698728874491742,59271.2748972855,False,True,Low,True
2024-08-28 16:15:20.749,58647.12822514628,-1.0671308064406082,59663.926808179975,False,True,Low,True
2024-08-28 22:25:39.192,58976.77731506606,-0.3602094913493725,59068.0975432351,False,False,Low,True
2024-08-29 05:09:38.163,59151.2373090962,-0.0857136576075334,59154.88109150231,False,False,Low,True
2024-08-29 22:40:43.041,59149.21746748759,-0.5858610181986856,59766.46570550058,False,True,Low,True
2024-08-30 05:19:57.308,58891.8031647288,-0.3812789537786853,59196.073241941696,False,True,Low,True
2024-08-30 16:43:51.592,58102.56612260241,-0.5338354050455352,59212.99693912177,False,True,Very Low,True
2024-08-31 03:19:58.511,59128.64459534604,-0.1433914290476234,59160.91706003533,False,False,Low,True
2024-08-31 09:39:56.168,58975.01623858652,-0.0516417194149187,59154.19815755891,False,True,Low,True
2024-08-31 20:20:02.859,58853.53926445986,-0.0651802529634482,58977.0827629193,False,True,Low,True
2024-09-01 06:22:06.913,58131.30807597719,-0.3435847393081004,58584.20007080736,False,True,Very Low,True
2024-09-01 14:30:53.240,57744.18622720304,-0.4341700906676515,58111.224744850246,False,True,Very Low,True
2024-09-01 23:07:08.501,57383.54910048175,-0.4411800518267506,58060.27559640141,False,True,Very Low,True
2024-09-02 08:09:17.481,57557.0455421392,-0.2505170079864283,57668.50547964445,False,True,Very Low,True
2024-09-02 14:03:46.988,58189.0157041461,-0.3435831495359642,58191.72867386674,False,False,Very Low,True
2024-09-03 09:08:19.486,58856.27591419819,-0.4022573700049325,59053.49303792312,False,True,Low,True
2024-09-03 17:15:21.316,57748.66507488688,-0.1198127008961491,58425.21354650335,False,True,Very Low,True
2024-09-04 01:17:41.581,56160.11214505884,-2.860195779911101,57766.15465982967,False,True,Very Low,True
2024-09-04 06:31:55.071,56403.90393632768,-0.4711301502749232,56723.78220302793,False,False,Very Low,True
2024-09-04 10:25:40.752,56472.8487542655,-0.4605565506351827,56595.56075110623,False,False,Very Low,True
2024-09-04 14:03:23.808,56471.70961793936,-0.1406868263418736,56581.342702357135,False,True,Very Low,True
2024-09-04 19:24:31.005,57761.163784722565,-0.1066690418052185,57528.19999857764,False,False,Very Low,True
2024-09-05 16:18:51.984,56047.62020016585,-0.6323620833260324,56639.8128516724,False,True,Very Low,True
2024-09-06 01:06:31.343,56004.497575819725,-0.4825134328208746,56155.64942637472,False,True,Very Low,True
2024-09-06 09:01:42.670,55782.373950107845,-0.0538754981937561,56339.110939197286,False,True,Very Low,True
2024-09-06 21:25:45.348,53304.61527374619,-0.3499827697349023,53871.86154749921,False,True,Very Low,True
2024-09-07 23:22:02.680,53988.87146955055,-0.0469573635097808,54185.74889658413,False,True,Very Low,True
2024-09-08 16:07:29.562,53860.12093070046,-0.543189018630641,54315.50139254149,False,True,Very Low,True
2024-09-09 06:09:45.224,54707.49549860948,-0.2078456234370418,54985.92053187264,False,True,Very Low,True
2024-09-09 15:08:50.883,55099.03323770819,-0.877539354740775,55302.230001982825,False,True,Very Low,True
2024-09-10 04:00:30.038,56553.32149283982,-0.380006326612381,56939.6121500675,False,True,Very Low,True
2024-09-10 16:09:24.000,56629.0801646607,-0.6240677888225798,56997.639414063255,False,True,Very Low,True
2024-09-11 06:06:31.146,56247.93520956472,-0.0516244175195801,56893.69268649128,False,True,Very Low,True
2024-09-11 14:11:29.911,55901.74064288845,-1.8663640559712704,56595.658408169416,False,True,Very Low,True
2024-09-11 22:05:47.392,57314.02410795248,-0.4291605321559588,57458.72879105054,False,False,Very Low,True
2024-09-12 07:15:16.997,57888.36985638706,-0.0870361406085429,57890.95518713413,False,False,Very Low,True
2024-09-12 13:09:59.222,57659.95493558617,-0.6840306784502648,58027.35212524641,False,True,Very Low,True
2024-09-12 21:24:12.837,57986.46518718724,-0.6849466482830247,58133.424470279286,False,False,Very Low,True
2024-09-13 06:15:36.991,57852.2686668971,-0.0629364919813135,58006.48810883086,False,True,Very Low,True
2024-09-13 12:12:29.025,57819.30771897093,-0.6856613960006364,57968.60018460177,False,True,Very Low,True
2024-09-14 13:06:14.982,59776.159657963886,-0.0310974106423445,59924.30858066644,False,True,Low,True
2024-09-14 19:17:49.291,59780.44873391363,-0.1017726585636591,59851.24371833028,False,False,Low,True
2024-09-15 12:16:15.480,59972.170926690655,-0.0426305620589206,60075.68699934106,False,True,Low,True
2024-09-16 05:03:29.466,58321.09535637939,-0.4412605690352955,58616.9163686125,False,True,Very Low,True
2024-09-16 17:01:23.393,57860.077940136594,-0.0787405860241841,58302.65294494718,False,True,Very Low,True
2024-09-17 01:22:02.024,57767.78226883802,-0.8300083128295443,57982.904335407526,False,True,Very Low,True
2024-09-17 20:18:19.992,59973.9506205091,-0.9733024506634712,60583.12826393639,False,False,Low,True
2024-09-18 00:22:26.634,60061.88485600524,-0.155861120482581,60325.92228275777,False,False,Low,True
2024-09-18 10:12:16.099,59781.95951566519,-0.6856027384505525,60249.65471338847,False,True,Low,True
2024-09-18 14:14:03.117,59450.8514452217,-0.692857204976316,59912.37156579773,False,True,Low,True
2024-09-19 06:18:29.603,61868.70491026624,-0.3918285125329435,61970.02292163577,False,False,Medium,True
2024-09-20 01:26:04.942,62723.21042425194,-0.2174214641011085,63010.6733508063,False,True,High,True
2024-09-20 08:24:50.258,63445.26790940719,-0.5476674348003807,63549.77737110488,False,False,High,True
2024-09-20 13:20:08.273,62858.48915175016,-1.1051856175753103,63464.60095551868,False,True,High,True
2024-09-20 18:12:17.861,62340.31538268507,-1.0125413678048978,62987.65890325988,False,True,Medium,True
2024-09-21 05:09:47.759,62814.00849523848,-0.1420705777292141,62990.13954777922,False,True,High,True
2024-09-21 22:15:36.593,63135.94706839281,-0.0284947317959471,63226.044259169954,False,True,High,True
2024-09-22 02:12:33.641,62994.18330328906,-0.3588251259817432,63192.95675620167,False,True,High,True
2024-09-22 11:08:53.665,62630.55580520489,-0.1436055129823144,62885.31971970532,False,True,Medium,True
2024-09-22 16:15:57.631,62591.27215225804,-0.061320326808445,62709.984702749774,False,True,Medium,True
2024-09-22 22:04:11.249,62734.54681980389,-0.9003988083443382,62925.24586047632,False,False,High,True
2024-09-23 15:10:43.065,63178.5404933955,-0.1228850546117321,63393.82338621999,False,True,High,True
2024-09-24 01:04:36.435,62916.27331139424,-0.5952456541140294,63277.23819598758,False,True,High,True
2024-09-24 11:19:56.676,63411.43309603601,-0.2744095735426666,63478.819188464666,False,False,High,True
2024-09-24 16:04:46.047,63187.87136572216,-0.1468699263229123,63436.42504977279,False,True,High,True
2024-09-25 01:25:50.691,64109.68604562235,-0.0326185611512763,64226.28995829299,False,False,High,True
2024-09-25 10:13:04.804,63513.59626442623,-0.3254089104575253,63947.19247252032,False,True,High,True
2024-09-25 18:19:01.979,63210.56613653398,-0.300614338234606,63595.29486419944,False,True,High,True
2024-09-26 01:23:34.072,62872.96359262159,-0.4327131123003869,63254.45821678646,False,True,High,True
2024-09-26 09:21:06.922,63627.59128573844,-0.2230854086645473,63584.4740440066,False,False,High,True
2024-09-26 20:16:40.853,64754.698699133485,-0.718298089653735,65109.62047195668,False,False,High,True
2024-09-27 03:29:04.729,65001.91683776111,-0.2444704241975626,65092.10022682523,False,False,Very High,True
2024-09-27 12:12:06.775,65506.10948297404,-0.0714075892546128,65554.09239596353,False,False,Very High,True
2024-09-27 20:02:04.682,65679.18518404018,-0.3942484056743578,65977.6600240571,False,True,Very High,True
2024-09-28 13:04:34.331,65549.73524812268,-0.2874056995304963,65719.61372213252,False,True,Very High,True
2024-09-28 17:03:28.658,65537.09538589083,-0.1292460340535428,65657.72852273287,False,True,Very High,True
2024-09-28 22:12:36.512,65607.80630933864,-0.1236033580752304,65646.73625262597,False,False,Very High,True
2024-09-29 08:02:43.123,65483.5766220925,-0.0185609816486187,65684.73528084521,False,True,Very High,True
2024-09-30 03:02:38.961,64396.475068537344,-0.5404457788404704,65349.67728652498,False,True,High,True
2024-09-30 11:06:14.198,63568.17951393721,-0.0757082109491102,64201.725827490365,False,True,High,True
2024-09-30 19:07:24.807,63449.59115410886,-0.3404087180718385,63684.27608787874,False,True,High,True
2024-10-01 00:08:45.670,63356.22260582781,-0.1781649748572644,63560.525650136224,False,True,High,True
2024-10-01 21:04:17.642,60773.96060153672,-0.840614037935683,61966.65577597511,False,True,Medium,True
2024-10-02 05:00:36.165,61470.54966687492,-0.3202077967026762,61304.61047983005,False,False,Medium,True
2024-10-02 13:00:22.044,60873.64983332725,-0.4692203240158732,61362.60593216085,False,True,Medium,True
2024-10-02 20:13:47.636,60403.41735330646,-0.6878947437707672,61313.036637943536,False,True,Low,True
2024-10-03 00:04:41.582,60627.058180398446,-0.2635755147346486,60838.66875076066,False,False,Medium,True
2024-10-03 09:11:38.504,60255.39506653264,-0.8933949537256014,61052.6471800466,False,True,Low,True
2024-10-03 15:05:45.084,60047.21023056539,-0.6577746120903893,60501.949682804814,False,True,Low,True
2024-10-04 01:05:43.141,60507.36373936208,-0.4233690096023923,60737.22908655751,False,True,Medium,True
2024-10-04 15:00:57.358,61181.16559921016,-0.0912083001785024,61387.29189728155,False,True,Medium,True
2024-10-05 03:08:49.522,61796.61346195567,-0.325498158012194,62095.920335171046,False,True,Medium,True
2024-10-05 21:12:12.876,61764.44743637594,-0.0447074338128961,61964.14390561492,False,True,Medium,True
2024-10-06 05:05:11.123,61875.00799886143,-0.0216954434971605,61954.32994526794,False,True,Medium,True
2024-10-06 18:03:34.765,62588.94927841031,-0.0608377853511532,62508.61179045821,False,False,Medium,True
2024-10-06 22:09:05.720,62406.97353718698,-0.3192725849855526,62643.12816205047,False,True,Medium,True
2024-10-07 06:11:46.182,63495.43691971516,-0.0303893329711368,63514.00796559274,False,False,High,True
2024-10-07 11:11:39.836,62631.53098985469,-0.7630374012473129,63379.58951517738,False,True,Medium,True
2024-10-07 19:03:09.238,62855.72967042333,-1.0069780434622366,63404.7594190277,False,True,High,True
2024-10-08 00:04:33.567,62211.234201259,-0.1447095647811425,62910.69435200114,False,True,Medium,True
2024-10-08 08:12:02.528,62240.6083876244,-0.3819246465716297,62547.92796601755,False,True,Medium,True
2024-10-08 19:10:59.345,61963.1594430075,-0.5911020362829089,62430.42955033244,False,True,Medium,True
2024-10-08 23:11:05.097,62105.27060195742,-0.4293871943275351,62249.32187472726,False,False,Medium,True
2024-10-09 21:11:37.629,60486.87709708697,-0.9152126272169548,61485.38362449512,False,True,Medium,True
2024-10-10 01:01:10.689,60388.16814788513,-0.3217957419240913,60716.23142029723,False,True,Low,True
2024-10-10 08:17:30.965,60816.45760075644,-0.3647078900688938,60844.43990996167,False,False,Medium,True
2024-10-10 18:13:32.164,59019.10515218885,-1.5467461281432835,60519.639685261536,False,True,Low,True
2024-10-11 06:08:44.211,60580.28619641105,-0.1091770738316122,60468.414813870215,False,False,Medium,True
2024-10-11 23:06:25.884,62434.984206254376,-0.4796501135074571,62763.17813717992,False,False,Medium,True
2024-10-12 03:04:46.103,62536.38746032396,-0.2594814800471634,62716.016098715896,False,False,Medium,True
2024-10-12 19:07:17.935,62981.24603523046,-0.2200905931008856,63086.38955970508,False,True,High,True
2024-10-13 04:06:47.492,62729.42078840493,-0.1355471981949074,63025.166928522005,False,True,High,True
2024-10-13 16:09:26.073,62201.28043098085,-0.0010877517998442,62533.98208280232,False,True,Medium,True
2024-10-14 01:03:33.544,62513.51208680969,-0.4948216409615846,62721.03808710488,False,False,Medium,True
2024-10-15 06:06:58.781,65294.84614058695,-0.2092561227996392,65651.00707147263,False,True,Very High,True
2024-10-15 15:05:54.770,65317.16976708263,-3.1412833652102123,65862.14406523935,False,True,Very High,True
2024-10-15 22:10:43.716,66450.1225778925,-0.2840089326431205,66768.76844304649,False,False,Very High,True
2024-10-16 07:09:22.308,66941.27307550593,-0.2945290973940917,67112.63903731754,False,False,Very High,True
2024-10-16 16:18:45.867,67649.05152894293,-0.1041694765674727,67698.74461293877,False,False,Very High,True
2024-10-16 21:13:22.582,67596.02174447977,-0.4429055543845872,67784.94112696046,False,True,Very High,True
2024-10-17 07:13:31.508,67108.18186118477,-0.3430412510915359,67480.99953795136,False,True,Very High,True
2024-10-17 14:19:32.362,66882.70873243679,-0.3410181456920513,67154.9335209524,False,True,Very High,True
2024-10-17 19:08:57.050,66864.1449497314,-0.5954843677980493,67168.78973492583,False,True,Very High,True
2024-10-18 02:05:25.401,68159.48725833799,1.4322931619737078,67322.87972207161,True,False,Very High,True
2024-10-18 03:04:43.334,68012.28921403598,-0.2159611966329855,67472.26728130748,False,False,Very High,True
2024-10-18 03:15:11.000,67928.72972849105,-0.1228593927811605,67602.03464011545,False,False,Very High,True
